seq,menu_file,item_id,title_ref,title_zh,domain,phase,status,owner,verify,notes
233,explore_item.xml,@+id/menu_search,@string/search,搜索,系统与工具,P10,done,codex,命令: dart format lib/features/discovery/views/discovery_view.dart；手工路径（待回归）: 发现->长按任一书源->搜索；校验点击后进入搜索页且范围显示当前书源；手工路径（待回归）: 长按菜单打开后在其他入口删除该书源再点击搜索；校验搜索页范围回退全部书源且流程无异常,对齐 legado explore_item/menu_search + ExploreAdapter.showMenu(menu_search) + ExploreFragment.searchBook + SearchScope 语义: 发现页长按菜单搜索动作收敛为按当前条目快照写入 SearchScope(name::url) 后直达搜索页；移除 scoped 入口对 sourceUrl 回查与异步改写依赖；不提前并入 menu_refresh(seq234)
234,explore_item.xml,@+id/menu_refresh,@string/refresh,刷新,系统与工具,P10,done,codex,命令: dart format lib/features/discovery/views/discovery_view.dart；手工路径（待回归）: 发现->长按任一书源->刷新；校验菜单文案为“刷新”且点击后清理该书源发现缓存，若条目已展开则立即重载发现入口且流程静默无提示；手工路径（待回归）: 长按菜单打开后点击刷新再展开该书源；校验重新展开会按新规则重拉发现入口并不复用旧缓存,对齐 legado explore_item/menu_refresh + ExploreAdapter.showMenu(menu_refresh) + clearExploreKindsCache 语义: 发现页长按菜单刷新动作保持常驻可见且仅执行发现缓存清理与条目刷新；不追加成功提示与中间弹层；不提前并入 menu_del(seq235)
235,explore_item.xml,@+id/menu_del,@string/delete,删除,系统与工具,P10,done,codex,命令: dart format lib/features/discovery/views/discovery_view.dart；手工路径（待回归）: 发现->长按任一书源->删除->取消/确定；校验长按菜单文案为“删除”，确认弹窗文案为“提醒/是否确认删除？\n<书源名>”，取消静默返回且确认后书源从发现列表移除且无成功提示；手工路径（待回归）: 发现->长按菜单打开后在其他入口删除该书源->返回点击删除并确认；校验流程静默无崩溃且不会重建已删书源,对齐 legado explore_item/menu_del + ExploreAdapter.showMenu(menu_del) + ExploreFragment.deleteSource + ExploreViewModel.deleteSource + SourceHelp.deleteBookSource 语义: 发现页长按菜单删除动作收敛为 legacy 同义“删除”；确认弹窗收敛为“提醒/是否确认删除？\n<书源名>”；确认后按 sourceUrl 执行删库并清理 sourceVariable_*；失败分支仅记录 ExceptionLogService(node=explore_item.menu_del)；不提前并入 qr_code_scan/action_choose_from_gallery(seq280)
236,file_chooser.xml,@+id/menu_create,@string/create_folder,创建文件夹,导入导出与备份,P8,done,codex,命令: dart format lib/features/import/import_service.dart lib/features/bookshelf/views/bookshelf_view.dart；手工路径（待回归）: 书架->更多->选择文件夹->创建文件夹->输入新文件夹名并确定；书架->更多->选择文件夹->创建文件夹->不输入名称直接确定；校验创建成功后 importBookPath 写回新目录且空输入提示“文件夹名不能为空”,对齐 legado file_chooser/menu_create + FilePickerDialog.createFolder 语义: 选择文件夹入口新增“创建文件夹”分支并弹出名称输入框；空名称拦截且不关闭弹层；确认后按当前导入目录创建子目录并执行路径越界防护与失败日志记录
237,file_long_click.xml,@+id/menu_del,@string/delete,删除,导入导出与备份,P8,done,codex,命令: dart format lib/features/bookshelf/views/bookshelf_view.dart；手工路径（待回归）: 书架->更多->智能扫描->长按候选文件->删除；校验长按弹出仅含“删除”的菜单且删除成功后候选即时移除且流程不弹成功提示；手工路径（待回归）: 同入口长按候选文件->取消；校验候选列表与勾选状态保持不变,对齐 legado file_long_click/menu_del + FileManageActivity.showFileMenu 语义: 智能扫描候选条目补齐长按菜单“删除”；触发后直接调用删除链路并按实际删除结果刷新当前候选列表，删除中禁用重复触发且不追加成功提示
240,group_manage.xml,@+id/menu_add,@string/add_group,添加分组,书架/缓存/分组,P6,done,codex,命令: dart format lib/features/rss/views/rss_group_manage_view.dart；手工路径（待回归）: 订阅源管理->筛选与分组->分组管理->右上角添加->输入分组名并确定；校验弹窗标题为“添加分组”且空输入静默返回且非空仅批量更新未分组源,对齐 legado group_manage/menu_add + RssSource GroupManageDialog.addGroup 语义: 分组管理右上角添加入口弹出输入框并以非空输入触发 addGroup；提交后仅将未分组源写入该分组并保持静默无成功提示
241,import_book.xml,@+id/menu_select_folder,@string/select_folder,选择文件夹,导入导出与备份,P8,done,codex,命令: dart format lib/features/import/import_service.dart lib/features/bookshelf/views/bookshelf_view.dart；手工路径（待回归）: 书架->更多->选择文件夹->选择任一可访问目录；书架->更多->添加本地->打开文件选择器；校验选择文件夹仅保存目录且取消静默返回，后续添加本地默认从已选目录打开,对齐 legado ImportBookActivity.menu_select_folder 语义: 书架“更多”菜单补齐同层级“选择文件夹”入口；点击后拉起目录选择并仅保存 importBookPath，取消不覆盖历史目录；后续本地导入文件选择默认复用该目录，非法目录/异常保持可观测失败提示并不覆盖旧值
246,import_book.xml,@+id/menu_scan_folder,@string/scan_folder,智能扫描,导入导出与备份,P8,done,codex,命令: dart format lib/features/import/import_service.dart lib/features/bookshelf/views/bookshelf_view.dart；命令: dart analyze lib/features/import/import_service.dart lib/features/bookshelf/views/bookshelf_view.dart；手工路径（待回归）: 书架->更多->智能扫描->勾选文件->导入；校验扫描仅覆盖已选目录及子目录下 txt/epub 并支持勾选导入与失败明细,对齐 legado ImportBookActivity.menu_scan_folder 语义: 书架“更多”菜单补齐同层级“智能扫描”入口；点击后递归扫描 importBookPath 目录及子目录并展示候选列表；确认后仅导入已勾选项并汇总成功/失败结果，取消保持静默
247,import_book.xml,@+id/menu_import_file_name,@string/import_file_name,导入文件名,导入导出与备份,P8,done,codex,命令: dart format lib/features/import/book_import_file_name_rule_service.dart lib/features/import/import_service.dart lib/features/bookshelf/views/bookshelf_view.dart；手工路径（待回归）: 书架->更多->导入文件名->输入规则并确定；书架->更多->添加本地->选择 txt 或 epub；校验规则持久化且导入时按 src 变量解析 name author,对齐 legado ImportBookActivity.menu_import_file_name 语义: 新增同层级“导入文件名”入口并弹出 JS 输入框提示“使用js处理文件名变量src，将书名作者分别赋值到变量name author”；点击确定仅保存 bookImportFileName；后续本地导入按规则覆盖 name author，规则异常记录日志并回退默认命名
248,import_book_sel.xml,@+id/menu_del_selection,@string/delete,删除,导入导出与备份,P8,done,codex,命令: dart format lib/features/import/import_service.dart lib/features/bookshelf/views/bookshelf_view.dart；命令: dart analyze lib/features/import/import_service.dart lib/features/bookshelf/views/bookshelf_view.dart；手工路径（待回归）: 书架->更多->智能扫描->勾选若干文件->删除；校验仅删除已勾选文件且候选项即时移除并保持静默,对齐 legado ImportBookActivity.menu_del_selection 语义: 智能扫描候选弹层补齐“删除”动作；触发后按当前勾选集合执行文件删除并在动作结束后从候选列表移除所选项；删除流程不追加成功提示，导入与删除分流保持独立
249,import_replace.xml,@+id/menu_new_group,@string/diy_source_group,自定义源分组,导入导出与备份,P8,done,codex,命令: dart format lib/features/replace/views/replace_rule_list_view.dart；手工路径（待回归）: 设置->源管理->替换净化->文本替换规则->更多->导入(本地/网络/扫码任一路径)->导入候选弹层->自定义源分组；校验默认标题“自定义源分组”且设置分组后标题回显“【分组名】”并支持“+【分组名】”追加模式,对齐 legado import_replace/menu_new_group + ImportReplaceRuleDialog.alertCustomGroup + ImportReplaceRuleViewModel.importSelect 语义: 导入候选弹层补齐“自定义源分组”入口与“覆盖/追加”策略；确认导入时仅对已勾选规则应用分组改写（空分组不改写 覆盖模式直接写入分组 追加模式按 legacy 分组分隔规则去重后写回）并保持流程静默
250,import_source.xml,@+id/menu_new_group,@string/diy_source_group,自定义源分组,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_list_view.dart；手工路径（待回归）: 设置->源管理->书源管理->更多->导入(本地/网络/扫码任一路径)->导入候选弹层->自定义源分组；校验默认标题“自定义源分组”且设置分组后标题回显“【分组名】”并支持“+【分组名】”追加模式,对齐 legado import_source/menu_new_group + ImportBookSourceDialog.alertCustomGroup + ImportBookSourceViewModel.importSelect 语义: 导入候选弹层补齐“自定义源分组”同层级入口并改为独立设置弹窗；确认导入时仅对已勾选书源应用分组改写（空分组不改写 覆盖模式直接写入分组 追加模式按 legacy 分组分隔规则去重后写回）并保持流程静默
251,import_source.xml,@+id/menu_select_new_source,@string/select_new_source,选中新增源,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_list_view.dart；手工路径（待回归）: 设置->源管理->书源管理->更多->导入(本地/网络/扫码任一路径)->导入候选弹层->选中新增源；校验新增候选存在时仅切换新增候选勾选态（全选则取消 未全选则全选）且不影响更新/已有候选,对齐 legado import_source/menu_select_new_source + ImportBookSourceDialog.onMenuItemClick 语义: 导入候选弹层动作文案收敛为“选中新增源”；触发时仅遍历新增候选切换勾选状态并保持空新增集合静默 no-op
252,import_source.xml,@+id/menu_select_update_source,@string/select_update_source,选中更新源,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_list_view.dart；手工路径（待回归）: 设置->源管理->书源管理->更多->导入(本地/网络/扫码任一路径)->导入候选弹层->选中更新源；校验更新候选存在时仅切换更新候选勾选态（全选则取消 未全选则全选）且不影响新增/已有候选,对齐 legado import_source/menu_select_update_source + ImportBookSourceDialog.onMenuItemClick 语义: 导入候选弹层动作文案收敛为“选中更新源”；触发时仅遍历更新候选切换勾选状态并保持空更新集合静默 no-op
253,import_source.xml,@+id/menu_keep_original_name,@string/keep_original_name,保留原名,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_list_view.dart；手工路径（待回归）: 设置->源管理->书源管理->更多->导入(本地/网络/扫码任一路径)->导入候选弹层->保留原名->切换后取消弹层并重新进入；校验策略项文案为“保留原名”且切换后勾选状态保持；导入提交时仅影响“是否沿用本地书源名称”而不影响保留分组/保留启用状态,对齐 legado import_source/menu_keep_original_name + ImportBookSourceDialog.onMenuItemClick + ImportBookSourceViewModel.importSelect 语义: 导入候选弹层将“保留本地名称”文案收敛为 legacy 同义“保留原名”；切换动作即时持久化名称保留策略并在导入提交阶段仅控制名称覆盖边界
254,import_source.xml,@+id/menu_keep_group,@string/keep_group,保留分组,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_list_view.dart；手工路径（待回归）: 设置->源管理->书源管理->更多->导入(本地/网络/扫码任一路径)->导入候选弹层->保留分组->切换后取消弹层并重新进入；校验策略项文案为“保留分组”且切换后勾选状态保持；导入提交时仅影响“是否沿用本地书源分组”而不影响保留原名/保留启用状态,对齐 legado import_source/menu_keep_group + ImportBookSourceDialog.onMenuItemClick + ImportBookSourceViewModel.importSelect 语义: 导入候选弹层将“保留本地分组”文案收敛为 legacy 同义“保留分组”；切换动作即时持久化分组保留策略并在导入提交阶段仅控制分组覆盖边界
255,import_source.xml,@+id/menu_keep_enable,@string/keep_enable,保留启用状态,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_list_view.dart；手工路径（待回归）: 设置->源管理->书源管理->更多->导入(本地/网络/扫码任一路径)->导入候选弹层->保留启用状态->切换后取消弹层并重新进入；校验策略项文案为“保留启用状态”且切换后勾选状态保持；导入提交时仅影响“是否沿用本地书源启用/发现启用状态”而不影响保留原名/保留分组,对齐 legado import_source/menu_keep_enable + ImportBookSourceDialog.onMenuItemClick + ImportBookSourceViewModel.importSelect 语义: 导入候选弹层“保留启用状态”切换动作改为即时持久化并在导入提交阶段仅控制 enabled/enabledExplore 覆盖边界
278,open_url_confirm.xml,@+id/menu_disable_source,@string/disable_source,禁用源,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_login_webview_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一含 loginUrl 的书源->登录(Web)->在页面内触发外部应用 scheme 跳转->跳转确认弹窗->禁用源；校验点击后当前登录页关闭且目标书源 enabled 置为 false，无确认弹窗与成功提示,对齐 legado open_url_confirm/menu_disable_source + OpenUrlConfirmDialog.onMenuItemClick + OpenUrlConfirmViewModel.disableSource 语义: 外部跳转确认弹窗补齐“禁用源”动作，点击后按 sourceUrl 回查并静默写库 enabled=false，再关闭当前承载页；不提前并入 menu_delete_source(seq279)
279,open_url_confirm.xml,@+id/menu_delete_source,@string/delete_source,删除源,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_login_webview_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一含 loginUrl 的书源->登录(Web)->在页面内触发外部应用 scheme 跳转->跳转确认弹窗->删除源->确认；校验先弹“提醒/是否确认删除？”二次确认，确认后当前登录页关闭且目标书源被删除并清理 sourceVariable_*,对齐 legado open_url_confirm/menu_delete_source + OpenUrlConfirmDialog.onMenuItemClick + OpenUrlConfirmViewModel.deleteSource + SourceHelp.deleteSource 语义: 外部跳转确认弹窗补齐“删除源”动作；点击后先弹 legacy 同义二次确认框，确认后按 sourceUrl 执行“删库 + 清理源变量”并关闭当前承载页；全流程无成功提示，异常仅日志可观测；不提前并入 save/menu_save(seq347)
280,qr_code_scan.xml,@+id/action_choose_from_gallery,@string/gallery,图库,系统与工具,P10,done,codex,命令: dart format lib/features/common/views/qr_scan_view.dart；手工路径（待回归）: 任一支持扫码入口(如 书源编辑/规则导入)->进入扫码页->右上角图库->选择含二维码图片；校验扫码页右上角出现“图库”动作，选图后命中二维码则返回文本并关闭扫码页；手工路径（待回归）: 同入口->右上角图库->选择无二维码图片 或 解析异常图片；校验扫码页直接关闭并返回空结果；手工路径（待回归）: 同入口->右上角图库->取消选图；校验扫码页保持当前状态且不退出,对齐 legado qr_code_scan/action_choose_from_gallery + QrCodeActivity.onCompatOptionsItemSelected(action_choose_from_gallery) + HandleFileContract(IMAGE) + SelectImageContract + QRCodeUtils.parseCodeResult 语义: 扫码页顶栏补齐一级“图库”动作；触发后拉起系统图片选择并按 `analyzeImage` 解析二维码，命中结果即返回文本关闭扫码页，未命中/解析异常返回空结果并关闭扫码页，取消选图保持扫码页不退出；异常分支记录 ExceptionLogService(node=qr_code_scan.action_choose_from_gallery)；不提前并入 verification_code/menu_ok(seq402)
281,replace_edit.xml,@+id/menu_save,@string/action_save,保存,规则与净化,P5,done,codex,命令: dart format lib/features/replace/models/replace_rule.dart lib/features/replace/views/replace_rule_edit_view.dart lib/features/replace/views/replace_rule_list_view.dart lib/features/reader/views/simple_reader_view.dart；flutter test test/search_view_compile_test.dart test/simple_reader_view_compile_test.dart 通过；手工路径（待回归）: 设置->源管理->替换净化->文本替换规则->编辑任一规则->右上角保存；校验无效规则提示 save error 且保存失败不退出页面,对齐 legado ReplaceEditActivity.menu_save 语义: 点击保存先执行规则有效性校验；order 为 Int.MIN_VALUE 时按 maxOrder+1 分配；保存成功关闭编辑页且不提示成功；保存失败提示 save error 并停留当前页
283,replace_edit.xml,@+id/menu_paste_rule,@string/paste_rule,粘贴规则,规则与净化,P5,done,codex,命令: dart format lib/features/replace/views/replace_rule_edit_view.dart；手工路径: 设置->源管理->替换净化->文本替换规则->编辑任一规则->右上角更多->粘贴规则; 校验空剪贴板提示“剪贴板为空”且非法JSON提示“格式不对”，合法JSON对象仅回填编辑表单并停留当前页不自动保存,对齐 legado ReplaceEditActivity.menu_paste_rule 语义: 粘贴入口位于编辑页更多菜单；剪贴板解析成功仅执行 upReplaceView 等价表单回填；失败分支固定口径提示且不触发保存与跳转
293,replace_rule_item.xml,@+id/menu_bottom,@string/to_bottom,置底,规则与净化,P5,done,codex,命令: dart format lib/features/replace/views/replace_rule_list_view.dart；flutter test test/search_view_compile_test.dart test/widget_test.dart 通过,手工路径: 设置->源管理->替换净化->文本替换规则->任一规则右侧更多->置底；校验目标规则后移且无成功提示；对齐 legado ReplaceRuleActivity.menu_bottom 与 ReplaceRuleViewModel.toBottom 的静默置底语义
294,replace_rule_item.xml,@+id/menu_del,@string/delete,删除,规则与净化,P5,done,codex,命令: dart format lib/features/replace/views/replace_rule_list_view.dart；flutter test test/search_view_compile_test.dart test/widget_test.dart 通过,手工路径: 设置->源管理->替换净化->文本替换规则->任一规则右侧更多->删除->取消/确定；校验菜单含删除入口、弹出“提醒 + 是否确认删除？\\n规则名”确认框、确认后删除并刷新且无成功提示；对齐 legado ReplaceRuleAdapter.menu_del 与 ReplaceRuleActivity.delete 的删除确认语义
295,replace_rule_sel.xml,@+id/menu_enable_selection,@string/enable_selection,启用所选,规则与净化,P5,done,codex,命令: dart format lib/features/replace/views/replace_rule_list_view.dart；flutter test test/search_view_compile_test.dart test/widget_test.dart 通过,手工路径: 设置->源管理->替换净化->文本替换规则->多选->勾选至少一条禁用规则->更多->启用所选；校验仅所选规则 enabled 置为 true 且列表保持当前页静默刷新；对齐 legado ReplaceRuleActivity.menu_enable_selection 与 ReplaceRuleViewModel.enableSelection 的批量启用语义
296,replace_rule_sel.xml,@+id/menu_disable_selection,@string/disable_selection,禁用所选,规则与净化,P5,done,codex,命令: dart format lib/features/replace/views/replace_rule_list_view.dart；flutter test test/search_view_compile_test.dart test/widget_test.dart 通过,手工路径: 设置->源管理->替换净化->文本替换规则->多选->勾选至少一条启用规则->更多->禁用所选；校验仅所选规则 enabled 置为 false 且列表保持当前页静默刷新；对齐 legado ReplaceRuleActivity.menu_disable_selection 与 ReplaceRuleViewModel.disableSelection 的批量禁用语义
297,replace_rule_sel.xml,@+id/menu_top_sel,@string/selection_to_top,置顶所选,规则与净化,P5,done,codex,命令: dart format lib/features/replace/views/replace_rule_list_view.dart；flutter test test/search_view_compile_test.dart test/widget_test.dart 通过,手工路径: 设置->源管理->替换净化->文本替换规则->多选->勾选至少两条规则->更多->置顶所选；校验所选规则按当前列表顺序批量上移到顶部且无成功提示；对齐 legado ReplaceRuleActivity.menu_top_sel 与 ReplaceRuleViewModel.topSelect 的静默批量置顶语义
298,replace_rule_sel.xml,@+id/menu_bottom_sel,@string/selection_to_bottom,置底所选,规则与净化,P5,done,codex,命令: dart format lib/features/replace/views/replace_rule_list_view.dart；flutter test test/search_view_compile_test.dart test/widget_test.dart 通过,手工路径: 设置->源管理->替换净化->文本替换规则->多选->勾选至少两条规则->更多->置底所选；校验所选规则按当前列表顺序批量下移到底部且无成功提示；对齐 legado ReplaceRuleActivity.menu_bottom_sel 与 ReplaceRuleViewModel.bottomSelect 的静默批量置底语义
300,rss_articles.xml,@+id/menu_login,@string/login,登录,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一含 loginUrl 的订阅源进入文章列表->右上角更多->登录；校验 loginUrl 非空时显示“登录”入口且点击后按 loginUi 非空/空值分流到表单登录/网页登录，loginUrl 为空时不展示入口,对齐 legado rss_articles/menu_login + RssSortActivity.onMenuOpened/onCompatOptionsItemSelected + SourceLoginActivity 语义: RSS 文章列表页补齐同层级“登录”动作并按 rssSource.sourceUrl 触发统一登录承载；不提前并入 menu_refresh_sort(seq301)
301,rss_articles.xml,@+id/menu_refresh_sort,@string/refresh_sort,刷新分类,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；dart analyze lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一订阅源进入文章列表->右上角更多->刷新分类；校验“刷新分类”入口常驻可见（无 loginUrl 时仅显示刷新分类），点击后清理当前源 sort 缓存并立即重算分类预览（分类数量/Tab 显隐按重算结果更新）,对齐 legado rss_articles/menu_refresh_sort + RssSortActivity.onCompatOptionsItemSelected(menu_refresh_sort) + RssSortViewModel.clearSortCache + RssSource.removeSortCache 语义: RSS 文章列表页补齐“刷新分类”动作；点击后仅清理当前源分类缓存并触发分类重建，不追加成功提示；不提前并入 menu_read_record(seq305)
302,rss_articles.xml,@+id/menu_set_source_variable,@string/set_source_variable,设置源变量,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；dart analyze lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一订阅源进入文章列表->右上角更多->设置源变量；校验菜单新增“设置源变量”且点击后打开变量编辑承载（标题“设置源变量”、说明文案“源变量可在js中通过source.getVariable()获取”）；输入空串或 JSON 后保存并重进同入口，校验仅写入 sourceVariable_<sourceUrl> 且内容可回显，取消保持静默不落盘,对齐 legado rss_articles/menu_set_source_variable + RssSortActivity.setSourceVariable + VariableDialog(menu_save) + BaseSource.setVariable 语义: RSS 文章列表页补齐“设置源变量”同层级动作；点击后打开源变量编辑承载并按保存键写入 sourceVariable_<sourceUrl>（空串可保存），取消与成功均不追加提示；不提前并入 menu_edit_source(seq303)/menu_switch_layout(seq304)/menu_clear(seq306)
303,rss_articles.xml,@+id/menu_edit_source,@string/edit_source,编辑源,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一订阅源进入文章列表->右上角更多->编辑源；校验点击后按当前 sourceUrl 打开订阅源编辑页并回显该源信息；在编辑页修改名称或分类后点击保存返回，校验文章列表页标题与分类预览刷新；在编辑页直接返回取消，校验文章列表页不触发刷新,对齐 legado rss_articles/menu_edit_source + RssSortActivity.onCompatOptionsItemSelected(menu_edit_source) + editSourceResult(RESULT_OK->initData/upFragments) 语义: RSS 文章列表页补齐“编辑源”同层级动作；点击后按 rssSource.sourceUrl 打开 RssSourceEditView，且仅保存返回(result=true)刷新页面状态与分类预览，取消保持静默；不提前并入 menu_switch_layout(seq304)/menu_clear(seq306)
304,rss_articles.xml,@+id/menu_switch_layout,@string/switchLayout,切换布局,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一订阅源进入文章列表->右上角更多->切换布局；校验每次点击按 articleStyle 轮换 0->1->2->0 且页面“布局模式”回显同步更新；手工路径（待回归）: 连续切换后返回订阅列表再重进同一源；校验布局模式回显保持上次切换结果,对齐 legado rss_articles/menu_switch_layout + RssSortActivity.onCompatOptionsItemSelected(menu_switch_layout) + RssSortViewModel.switchLayout 语义: RSS 文章列表页补齐“切换布局”同层级动作；点击后仅对当前源执行 articleStyle 轮换并持久化，流程静默且不新增成功提示；失败分支仅记录 ExceptionLogService(node=rss_articles.menu_switch_layout)；不提前并入 menu_clear(seq306)
305,rss_articles.xml,@+id/menu_read_record,@string/read_record,阅读记录,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一订阅源进入文章列表->右上角更多->阅读记录；校验菜单新增“阅读记录”并打开 RSS 阅读记录页，记录列表为空时显示“暂无阅读记录”，点击“清空”后出现“确定删除 N 条阅读记录吗？”确认框，确认后清空列表且页面保持可继续操作；对齐 legado rss_articles/menu_read_record + RssSortActivity.onCompatOptionsItemSelected(menu_read_record) + ReadRecordDialog 语义: RSS 文章列表页补齐“阅读记录”同层级动作；点击后打开阅读记录承载并复用既有清空确认链路；不提前并入 menu_set_source_variable(seq302)/menu_edit_source(seq303)/menu_switch_layout(seq304)/menu_clear(seq306)
306,rss_articles.xml,@+id/menu_clear,@string/clear,清除,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->点击任一订阅源进入文章列表->右上角更多->清除；校验触发后无确认弹窗无成功提示且页面保持可继续操作；手工路径（待回归）: 同一订阅源先触发抓取文章后执行清除并重进列表；校验该源文章缓存已清空,对齐 legado rss_articles/menu_clear + RssSortActivity.onCompatOptionsItemSelected(menu_clear) + RssSortViewModel.clearArticles + RssArticleDao.delete 语义: RSS 文章列表页补齐“清除”同层级动作；点击后仅按当前 sourceUrl 清空 RSS 文章缓存并静默返回；失败分支仅记录 ExceptionLogService(node=rss_articles.menu_clear)；不提前并入 rss_favorites/menu_group(seq307)
307,rss_favorites.xml,@+id/menu_group,@string/group,分组,RSS,P7,done,codex,命令: dart run build_runner build --delete-conflicting-outputs；dart format lib/features/rss/views/rss_articles_placeholder_view.dart lib/core/database/repositories/rss_star_repository.dart lib/features/rss/models/rss_star.dart lib/core/database/drift/source_drift_database.dart lib/main.dart；手工路径（待回归）: 订阅->右上角收藏->收藏夹->右上角分组；校验分组菜单动态展示所有收藏分组且点击后切换当前分组列表；手工路径（待回归）: 收藏仅有 1 个分组时进入收藏夹；校验顶部滑动分组控件隐藏但“分组”入口仍可触发,对齐 legado rss_favorites/menu_group + RssFavoritesActivity.onCompatCreateOptionsMenu/upGroupsMenu/onCompatOptionsItemSelected(item.groupId==menu_group) + RssStarDao.flowGroups/flowByGroup 语义: 收藏页由占位承载切换为收藏夹承载并补齐“分组”顶栏一级动作；分组项基于 rss_star_records.group_name 动态生成并按组名排序，点击后切换当前分组列表且全流程静默；不提前并入 menu_del_group(seq308)/menu_del_all(seq309)
308,rss_favorites.xml,@+id/menu_del_group,@string/delete_select_group,删除当前分组,RSS,P7,done,codex,命令: dart format lib/core/database/repositories/rss_star_repository.dart lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->右上角收藏->收藏夹->右上角更多->删除当前分组->取消/确定；校验出现确认文案“确定删除\n<当前分组>分组”且取消不删确认后仅删除当前分组收藏并静默返回；手工路径（待回归）: 收藏为空时同入口触发删除当前分组；校验流程静默返回不崩溃,对齐 legado rss_favorites/menu_del_group + RssFavoritesActivity.deleteGroup + RssStarDao.deleteByGroup 语义: 收藏夹补齐“更多->删除当前分组”单项动作；点击后以当前分组为目标弹确认框并在确认后按 group_name 删除收藏记录；取消保持静默且失败分支仅记录 ExceptionLogService(node=rss_favorites.menu_del_group)；不提前并入 menu_del_all(seq309)
309,rss_favorites.xml,@+id/menu_del_all,@string/delete_all,删除所有,RSS,P7,done,codex,命令: dart format lib/core/database/repositories/rss_star_repository.dart lib/features/rss/views/rss_articles_placeholder_view.dart；手工路径（待回归）: 订阅->右上角收藏->收藏夹->右上角更多->删除所有->取消/确定；校验出现确认文案“确定删除\n<全部>收藏”且取消不删确认后删除全部收藏并静默返回；手工路径（待回归）: 收藏为空时同入口触发删除所有；校验仍弹确认框且确认后流程静默不崩溃,对齐 legado rss_favorites/menu_del_all + RssFavoritesActivity.deleteAll + RssStarDao.deleteAll 语义: 收藏夹补齐“更多->删除所有”单项动作；点击后弹确认框并在确认后清空全部收藏记录；取消保持静默且失败分支仅记录 ExceptionLogService(node=rss_favorites.menu_del_all)；不提前并入 rss_main_item/menu_top(seq310)
310,rss_main_item.xml,@+id/menu_top,@string/to_top,置顶,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_subscription_view.dart；手工路径（待回归）: 订阅->长按任一启用订阅源->置顶；校验目标源移动到启用列表顶部且不弹成功提示；手工路径（待回归）: 源被删除后再次触发置顶；校验流程静默返回不崩溃,对齐 legado rss_main_item/menu_top + RssAdapter.showMenu(menu_top) + RssFragment.toTop + RssViewModel.topSource 语义: 长按订阅源条目动作面板保持“置顶”入口；点击后按 customOrder=minOrder-1 写库并静默刷新；失败分支仅记录 ExceptionLogService(node=rss_main_item.menu_top)；不提前并入 menu_edit(seq311)/menu_disable(seq312)/menu_del(seq313)
311,rss_main_item.xml,@+id/menu_edit,@string/edit,编辑,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_subscription_view.dart；手工路径（待回归）: 订阅->长按任一启用订阅源->编辑；校验动作面板仅保留 置顶/编辑/禁用/删除 四项并点击编辑后直接打开订阅源编辑页；手工路径（待回归）: 编辑页直接返回取消；校验订阅列表保持静默且不触发额外刷新,对齐 legado rss_main_item/menu_edit + RssAdapter.showMenu(menu_edit) + RssFragment.edit 语义: 长按订阅源条目动作面板保持 legacy 同层级四项结构并移除扩展入口分组筛选；点击编辑仅按 sourceUrl 打开 RssSourceEditView 且无确认弹窗/无成功提示/无保存结果分支；不提前并入 menu_disable(seq312)/menu_del(seq313)
